function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
pmSeriesSources,['pcp/pmwebapi.h'],int,"['pmSeriesSettings *sp', 'int count', 'sds *series', 'void *arg']",4,False,False,False
pmSeriesQuery,['pcp/pmwebapi.h'],int,"['pmSeriesSettings *sp', 'sds *query', 'pmSeriesFlags flags', 'void *arg']",4,False,False,False
pmSeriesValues,['pcp/pmwebapi.h'],int,"['pmSeriesSettings *sp', 'pmSeriesTimeWindow *window', 'int count', 'sds *series', 'void *arg']",5,False,False,False
pmSeriesLoad,['pcp/pmwebapi.h'],int,"['pmSeriesSettings *sp', 'sds *query', 'pmSeriesFlags flags', 'void *arg']",4,False,False,False
pmSetMode,['pcp/pmapi.h'],int,"['int mode', 'const struct timeval *when', 'int delta']",3,False,False,False
pmSetProcessIdentity,['pcp/pmapi.h'],int,['const char *username'],1,False,False,False
pmSortInstances,['pcp/pmapi.h'],void,['pmResult *result'],1,False,False,False
pmsprintf,['pcp/pmapi.h'],int,"['char *str', 'size_t size', 'const char *fmt', '...']",4 or more,False,False,False
pmStore,['pcp/pmapi.h'],int,['const pmResult *result'],1,False,False,False
pmstrncat,['pcp/pmapi.h'],int,"['char *dest', 'size_t destlen', 'char *src']",3,False,False,False
pmstrncpy,['pcp/pmapi.h'],int,"['char *dest', 'size_t destlen', 'char *src']",3,False,False,False
pmTimeConnect,['pcp/pmtime.h'],int,"['int port', 'pmTime *state']",2,False,False,False
pmTimeDisconnect,['pcp/pmtime.h'],int,['int fd'],1,False,False,False
pmTimeSendAck,['pcp/pmtime.h'],int,"['int fd', 'struct timeval *fetchTime']",2,False,False,False
pmTimeShowDialog,['pcp/pmtime.h'],int,"['int fd', 'int show']",2,False,False,False
pmTimeRecv,['pcp/pmtime.h'],int,"['int fd', 'pmTime *state']",2,False,False,False
pmTraversePMNS,['pcp/pmapi.h'],int,"['const char *name', 'void (*dometric)(const char *)']",2,False,False,False
pmTraversePMNS_r,['pcp/pmapi.h'],int,"['const char *name', 'void (*dometric_r)(const char *', 'void *closure']",3,False,False,False
pmTrimNameSpace,['pcp/pmapi.h'],int,['void'],0,False,False,False
pmTypeStr,['pcp/pmapi.h'],const char *,['int type'],1,False,False,False
pmTypeStr_r,['pcp/pmapi.h'],char *,"['int type', 'char *buf', 'int buflen']",3,False,False,False
pmUnitsStr,['pcp/pmapi.h'],const char *,['const pmUnits *pu'],1,False,False,False
pmUnitsStr_r,['pcp/pmapi.h'],char *,"['const pmUnits *pu', 'char *buf', 'int buflen']",3,False,False,False
pmUnloadNameSpace,['pcp/pmapi.h'],void,['void'],0,False,False,False
pmUnpackEventRecords,['pcp/pmapi.h'],int,"['pmValueSet *vsp', 'int idx', 'pmResult ***rap']",3,False,False,False
pmUnpackHighResEventRecords,['pcp/pmapi.h'],int,"['pmValueSet *vsp', 'int idx', 'pmHighResResult ***hrap']",3,False,False,False
pmUseContext,['pcp/pmapi.h'],int,['int handle'],1,False,False,False
pmUseZone,['pcp/pmapi.h'],int,['const int tz_handle'],1,False,False,False
pmWhichContext,['pcp/pmapi.h'],int,['void'],0,False,False,False
pmWhichZone,['pcp/pmapi.h'],int,['char **tz'],1,False,False,False
poll,['poll.h'],int,"['struct pollfd fds[]', 'nfds_t nfds', 'int timeout']",3,False,True,False
posix_fadvise,['fcntl.h'],int,"['int fd', 'off_t offset', 'off_t len', 'int advice']",4,False,True,False
posix_fallocate,['fcntl.h'],int,"['int fd', 'off_t offset', 'off_t len']",3,False,False,False
 ,['fcntl.h'],int,"['int fd', 'off_t offset', 'off_t len']",3,False,True,False
posix_madvise,['sys/mman.h'],int,"['void *addr', 'size_t len', 'int advice']",3,False,False,False
 ,['sys/mman.h'],int,"['void *addr', 'size_t len', 'int advice']",3,False,True,False
posix_mem_offset,['sys/mman.h'],int,"['const void *restrict addr', 'size_t len', 'off_t *restrict off', 'size_t *restrict contig_len', 'int *restrict fildes']",5,False,True,False
posix_openpt,"['stdlib.h', 'fcntl.h']",int,['int flags'],1,False,False,False
 ,"['stdlib.h', 'fcntl.h']",int,['int oflag'],1,False,True,False
posix_spawn,['spawn.h'],int,"['pid_t *restrict pid', 'const char *restrict path', 'const posix_spawn_file_actions_t *restrict file_actions', 'const posix_spawnattr_t *restrict attrp', 'char *const argv[restrict]', 'char *const envp[restrict]']",6,False,False,False
 ,['spawn.h'],int,"['pid_t *restrict pid', 'const char *restrict path', 'const posix_spawn_file_actions_t *file_actions', 'const posix_spawnattr_t *restrict attrp', 'char *const argv[restrict]', 'char *const envp[restrict]']",6,False,True,False
posix_spawnp,['spawn.h'],int,"['pid_t *restrict pid', 'const char *restrict file', 'const posix_spawn_file_actions_t *restrict file_actions', 'const posix_spawnattr_t *restrict attrp', 'char *const argv[restrict]', 'char *const envp[restrict]']",6,False,False,False
 ,['spawn.h'],int,"['pid_t *restrict pid', 'const char *restrict file', 'const posix_spawn_file_actions_t *file_actions', 'const posix_spawnattr_t *restrict attrp', 'char *const argv[restrict]', 'char *const envp[restrict]']",6,False,True,False
posix_spawnattr_destroy,['spawn.h'],int,['posix_spawnattr_t *attr'],1,False,True,False
posix_spawnattr_init,['spawn.h'],int,['posix_spawnattr_t *attr'],1,False,True,False
posix_spawnattr_getflags,['spawn.h'],int,"['const posix_spawnattr_t *restrict attr', 'short *restrict flags']",2,False,True,False
posix_spawnattr_setflags,['spawn.h'],int,"['posix_spawnattr_t *attr', 'short flags']",2,False,True,False
posix_spawnattr_getpgroup,['spawn.h'],int,"['const posix_spawnattr_t *restrict attr', 'pid_t *restrict pgroup']",2,False,True,False
posix_spawnattr_setpgroup,['spawn.h'],int,"['posix_spawnattr_t *attr', 'pid_t pgroup']",2,False,True,False
posix_spawnattr_getschedparam,"['spawn.h', 'sched.h']",int,"['const posix_spawnattr_t *restrict attr', 'struct sched_param *restrict schedparam']",2,False,True,False
posix_spawnattr_setschedparam,"['spawn.h', 'sched.h']",int,"['posix_spawnattr_t *restrict attr', 'const struct sched_param *restrict schedparam']",2,False,True,False
posix_spawnattr_getschedpolicy,"['spawn.h', 'sched.h']",int,"['const posix_spawnattr_t *restrict attr', 'int *restrict schedpolicy']",2,False,True,False
posix_spawnattr_setschedpolicy,"['spawn.h', 'sched.h']",int,"['posix_spawnattr_t *attr', 'int schedpolicy']",2,False,True,False
posix_spawnattr_getsigdefault,"['signal.h', 'spawn.h']",int,"['const posix_spawnattr_t *restrict attr', 'sigset_t *restrict sigdefault']",2,False,True,False
posix_spawnattr_setsigdefault,"['signal.h', 'spawn.h']",int,"['posix_spawnattr_t *restrict attr', 'const sigset_t *restrict sigdefault']",2,False,True,False
posix_spawnattr_getsigmask,"['signal.h', 'spawn.h']",int,"['const posix_spawnattr_t *restrict attr', 'sigset_t *restrict sigmask']",2,False,True,False
posix_spawnattr_setsigmask,"['signal.h', 'spawn.h']",int,"['posix_spawnattr_t *restrict attr', 'const sigset_t *restrict sigmask']",2,False,True,False
posix_spawn_file_actions_addclose,['spawn.h'],int,"['posix_spawn_file_actions_t *file_actions', 'int fildes']",2,False,True,False
posix_spawn_file_actions_addopen,['spawn.h'],int,"['posix_spawn_file_actions_t *restrict file_actions', 'int fildes', 'const char *restrict path', 'int oflag', 'mode_t mode']",5,False,True,False
posix_spawn_file_actions_adddup2,['spawn.h'],int,"['posix_spawn_file_actions_t *file_actions', 'int fildes', 'int newfildes']",3,False,True,False
posix_spawn_file_actions_destroy,['spawn.h'],int,['posix_spawn_file_actions_t *file_actions'],1,False,True,False
posix_spawn_file_actions_init,['spawn.h'],int,['posix_spawn_file_actions_t *file_actions'],1,False,True,False
posix_trace_attr_destroy,['trace.h'],int,['trace_attr_t *attr'],1,False,True,False
posix_trace_attr_init,['trace.h'],int,['trace_attr_t *attr'],1,False,True,False
posix_trace_attr_getclockres,"['time.h', 'trace.h']",int,"['const trace_attr_t *attr', 'struct timespec *resolution']",2,False,True,False
posix_trace_attr_getcreatetime,"['time.h', 'trace.h']",int,"['const trace_attr_t *attr', 'struct timespec *createtime']",2,False,True,False
posix_trace_attr_getgenversion,['trace.h'],int,"['const trace_attr_t *attr', 'char *genversion']",2,False,True,False
posix_trace_attr_getname,['trace.h'],int,"['const trace_attr_t *attr', 'char *tracename']",2,False,True,False
posix_trace_attr_setname,['trace.h'],int,"['trace_attr_t *attr', 'const char *tracename']",2,False,True,False
posix_trace_attr_getinherited,['trace.h'],int,"['const trace_attr_t *restrict attr', 'int *restrict inheritancepolicy']",2,False,True,False
posix_trace_attr_getlogfullpolicy,['trace.h'],int,"['const trace_attr_t *restrict attr', 'int *restrict logpolicy']",2,False,True,False
posix_trace_attr_getstreamfullpolicy,['trace.h'],int,"['const trace_attr_t *restrict attr', 'int *restrict streampolicy']",2,False,True,False
posix_trace_attr_setinherited,['trace.h'],int,"['trace_attr_t *attr', 'int inheritancepolicy']",2,False,True,False
posix_trace_attr_setlogfullpolicy,['trace.h'],int,"['trace_attr_t *attr', 'int logpolicy']",2,False,True,False
posix_trace_attr_setstreamfullpolicy,['trace.h'],int,"['trace_attr_t *attr', 'int streampolicy']",2,False,True,False
posix_trace_attr_getlogsize,"['sys/types.h', 'trace.h']",int,"['const trace_attr_t *restrict attr', 'size_t *restrict logsize']",2,False,True,False
posix_trace_attr_getmaxdatasize,"['sys/types.h', 'trace.h']",int,"['const trace_attr_t *restrict attr', 'size_t *restrict maxdatasize']",2,False,True,False
posix_trace_attr_getmaxsystemeventsize,"['sys/types.h', 'trace.h']",int,"['const trace_attr_t *restrict attr', 'size_t *restrict eventsize']",2,False,True,False
posix_trace_attr_getmaxusereventsize,"['sys/types.h', 'trace.h']",int,"['const trace_attr_t *restrict attr', 'size_t data_len', 'size_t *restrict eventsize']",3,False,True,False
posix_trace_attr_getstreamsize,"['sys/types.h', 'trace.h']",int,"['const trace_attr_t *restrict attr', 'size_t *restrict streamsize']",2,False,True,False
posix_trace_attr_setlogsize,"['sys/types.h', 'trace.h']",int,"['trace_attr_t *attr', 'size_t logsize']",2,False,True,False
posix_trace_attr_setmaxdatasize,"['sys/types.h', 'trace.h']",int,"['trace_attr_t *attr', 'size_t maxdatasize']",2,False,True,False
posix_trace_attr_setstreamsize,"['sys/types.h', 'trace.h']",int,"['trace_attr_t *attr', 'size_t streamsize']",2,False,True,False
posix_trace_clear,"['sys/types.h', 'trace.h']",int,['trace_id_t trid'],1,False,True,False
posix_trace_close,['trace.h'],int,['trace_id_t trid'],1,False,True,False
posix_trace_open,['trace.h'],int,"['int file_desc', 'trace_id_t *trid']",2,False,True,False
posix_trace_rewind,['trace.h'],int,['trace_id_t trid'],1,False,True,False
posix_trace_create,"['sys/types.h', 'trace.h']",int,"['pid_t pid', 'const trace_attr_t *restrict attr', 'trace_id_t *restrict trid']",3,False,True,False
posix_trace_create_withlog,"['sys/types.h', 'trace.h']",int,"['pid_t pid', 'const trace_attr_t *restrict attr', 'int file_desc', 'trace_id_t *restrict trid']",4,False,True,False
posix_trace_flush,"['sys/types.h', 'trace.h']",int,['trace_id_t trid'],1,False,True,False
posix_trace_shutdown,"['sys/types.h', 'trace.h']",int,['trace_id_t trid'],1,False,True,False
posix_trace_event,"['sys/types.h', 'trace.h']",void,"['trace_event_id_t event_id', 'const void *restrict data_ptr', 'size_t data_len']",3,False,True,False
posix_trace_eventid_open,"['sys/types.h', 'trace.h']",int,"['const char *restrict event_name', 'trace_event_id_t *restrict event_id']",2,False,True,False
posix_trace_eventid_equal,['trace.h'],int,"['trace_id_t trid', 'trace_event_id_t event1', 'trace_event_id_t event2']",3,False,True,False
posix_trace_eventid_get_name,['trace.h'],int,"['trace_id_t trid', 'trace_event_id_t event', 'char *event_name']",3,False,True,False
posix_trace_trid_eventid_open,['trace.h'],int,"['trace_id_t trid', 'const char *restrict event_name', 'trace_event_id_t *restrict event']",3,False,True,False
posix_trace_eventset_add,['trace.h'],int,"['trace_event_id_t event_id', 'trace_event_set_t *set']",2,False,True,False
posix_trace_eventset_del,['trace.h'],int,"['trace_event_id_t event_id', 'trace_event_set_t *set']",2,False,True,False
posix_trace_eventset_empty,['trace.h'],int,['trace_event_set_t *set'],1,False,True,False
posix_trace_eventset_fill,['trace.h'],int,"['trace_event_set_t *set', 'int what']",2,False,True,False
posix_trace_eventset_ismember,['trace.h'],int,"['trace_event_id_t event_id', 'const trace_event_set_t *restrict set', 'int *restrict ismember']",3,False,True,False
posix_trace_eventtypelist_getnext_id,['trace.h'],int,"['trace_id_t trid', 'trace_event_id_t *restrict event', 'int *restrict unavailable']",3,False,True,False
posix_trace_eventtypelist_rewind,['trace.h'],int,['trace_id_t trid'],1,False,True,False
posix_trace_get_attr,['trace.h'],int,"['trace_id_t trid', 'trace_attr_t *attr']",2,False,True,False
posix_trace_get_status,['trace.h'],int,"['trace_id_t trid', 'struct posix_trace_status_info *statusinfo']",2,False,True,False
posix_trace_get_filter,['trace.h'],int,"['trace_id_t trid', 'trace_event_set_t *set']",2,False,True,False
posix_trace_set_filter,['trace.h'],int,"['trace_id_t trid', 'const trace_event_set_t *set', 'int how']",3,False,True,False
posix_trace_getnext_event,"['sys/types.h', 'trace.h']",int,"['trace_id_t trid', 'struct posix_trace_event_info *restrict event', 'void *restrict data', 'size_t num_bytes', 'size_t *restrict data_len', 'int *restrict unavailable']",6,False,True,False
posix_trace_timedgetnext_event,"['sys/types.h', 'trace.h']",int,"['trace_id_t trid', 'struct posix_trace_event_info *restrict event', 'void *restrict data', 'size_t num_bytes', 'size_t *restrict data_len', 'int *restrict unavailable', 'const struct timespec *restrict abstime']",7,False,True,False
posix_trace_trygetnext_event,"['sys/types.h', 'trace.h']",int,"['trace_id_t trid', 'struct posix_trace_event_info *restrict event', 'void *restrict data', 'size_t num_bytes', 'size_t *restrict data_len', 'int *restrict unavailable']",6,False,True,False
posix_trace_start,['trace.h'],int,['trace_id_t trid'],1,False,True,False
posix_trace_stop,['trace.h'],int,['trace_id_t trid'],1,False,True,False
posix_typed_mem_get_info,['sys/mman.h'],int,"['int fildes', 'struct posix_typed_mem_info *info']",2,False,True,False
posix_typed_mem_open,['sys/mman.h'],int,"['const char *name', 'int oflag', 'int tflag']",3,False,True,False
pow,['math.h'],double,"['double x', 'double y']",2,False,False,False
 ,['math.h'],double,"['double x', 'double y']",2,False,True,False
powf,['math.h'],float,"['float x', 'float y']",2,False,False,False
 ,['math.h'],float,"['float x', 'float y']",2,False,True,False
powl,['math.h'],long double,"['long double x', 'long double y']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'long double y']",2,False,True,False
pow10,['math.h'],double,['double x'],1,False,False,True
pow10f,['math.h'],float,['float x'],1,False,False,True
pow10l,['math.h'],long double,['long double x'],1,False,False,True
__ppc_get_timebase,['sys/platform/ppc.h'],uint64_t,['void'],0,False,False,False
__ppc_get_timebase_freq,['sys/platform/ppc.h'],uint64_t,['void'],0,False,False,False
__ppc_yield,['sys/platform/ppc.h'],void,['void'],0,False,False,False
__ppc_mdoio,['sys/platform/ppc.h'],void,['void'],0,False,False,False
__ppc_mdoom,['sys/platform/ppc.h'],void,['void'],0,False,False,False
__ppc_set_ppr_med,['sys/platform/ppc.h'],void,['void'],0,False,False,False
__ppc_set_ppr_very_low,['sys/platform/ppc.h'],void,['void'],0,False,False,False
__ppc_set_ppr_low,['sys/platform/ppc.h'],void,['void'],0,False,False,False
__ppc_set_ppr_med_low,['sys/platform/ppc.h'],void,['void'],0,False,False,False
__ppc_set_ppr_med_high,['sys/platform/ppc.h'],void,['void'],0,False,False,False
pread,['unistd.h'],ssize_t,"['int fildes', 'void *buf', 'size_t nbyte', 'off_t offset']",4,False,True,False
profil,['unistd.h'],int,"['unsigned short *buf', 'size_t bufsiz', 'size_t offset', 'unsigned int scale']",4,False,False,False
psignal,['signal.h'],void,"['int sig', 'const char *s']",2,False,False,False
 ,['signal.h'],void,"['int signum', 'const char *message']",2,False,True,False
psiginfo,['signal.h'],void,"['const siginfo_t *pinfo', 'const char *s']",2,False,False,False
 ,['signal.h'],void,"['const siginfo_t *pinfo', 'const char *message']",2,False,True,False
pthread_atfork,['pthread.h'],int,"['void (*prepare)(void)', 'void (*parent)(void)', 'void (*child)(void)']",3,False,False,False
 ,['pthread.h'],int,"['void (*prepare)(void)', 'void (*parent)(void)', 'void (*child)(void)']",3,False,True,False
pthread_attr_init,['pthread.h'],int,['pthread_attr_t *attr'],1,False,False,False
 ,['pthread.h'],int,['pthread_attr_t *attr'],1,False,True,False
pthread_attr_destroy,['pthread.h'],int,['pthread_attr_t *attr'],1,False,False,False
 ,['pthread.h'],int,['pthread_attr_t *attr'],1,False,True,False
pthread_attr_setaffinity_np,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t cpusetsize', 'const cpu_set_t *cpuset']",3,False,False,True
pthread_attr_getaffinity_np,['pthread.h'],int,"['const pthread_attr_t *attr', 'size_t cpusetsize', 'cpu_set_t *cpuset']",3,False,False,True
pthread_attr_setdetachstate,['pthread.h'],int,"['pthread_attr_t *attr', 'int detachstate']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'int detachstate']",2,False,True,False
pthread_attr_getdetachstate,['pthread.h'],int,"['const pthread_attr_t *attr', 'int *detachstate']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *attr', 'int *detachstate']",2,False,True,False
pthread_attr_setguardsize,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t guardsize']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t guardsize']",2,False,True,False
pthread_attr_getguardsize,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'size_t *restrict guardsize']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'size_t *restrict guardsize']",2,False,True,False
pthread_attr_setinheritsched,['pthread.h'],int,"['pthread_attr_t *attr', 'int inheritsched']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'int inheritsched']",2,False,True,False
pthread_attr_getinheritsched,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict inheritsched']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict inheritsched']",2,False,True,False
pthread_attr_setschedparam,['pthread.h'],int,"['pthread_attr_t *restrict attr', 'const struct sched_param *restrict param']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *restrict attr', 'const struct sched_param *restrict param']",2,False,True,False
pthread_attr_getschedparam,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'struct sched_param *restrict param']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'struct sched_param *restrict param']",2,False,True,False
pthread_attr_setschedpolicy,['pthread.h'],int,"['pthread_attr_t *attr', 'int policy']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'int policy']",2,False,True,False
pthread_attr_getschedpolicy,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict policy']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict policy']",2,False,True,False
pthread_attr_setscope,['pthread.h'],int,"['pthread_attr_t *attr', 'int scope']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'int contentionscope']",2,False,True,False
pthread_attr_getscope,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict scope']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict contentionscope']",2,False,True,False
pthread_attr_setsigmask_np,['pthread.h'],int,"['pthread_attr_t *attr', 'const sigset_t *sigmask']",2,False,False,True
pthread_attr_getsigmask_np,['pthread.h'],int,"['const pthread_attr_t *attr', 'sigset_t *sigmask']",2,False,False,True
pthread_attr_setstack,['pthread.h'],int,"['pthread_attr_t *attr', 'void *stackaddr', 'size_t stacksize']",3,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'void *stackaddr', 'size_t stacksize']",3,False,True,False
pthread_attr_getstack,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'void **restrict stackaddr', 'size_t *restrict stacksize']",3,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'void **restrict stackaddr', 'size_t *restrict stacksize']",3,False,True,False
pthread_attr_setstackaddr,['pthread.h'],int,"['pthread_attr_t *attr', 'void *stackaddr']",2,False,False,False
pthread_attr_getstackaddr,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'void **restrict stackaddr']",2,False,False,False
pthread_attr_setstacksize,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t stacksize']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t stacksize']",2,False,True,False
pthread_attr_getstacksize,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'size_t *restrict stacksize']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'size_t *restrict stacksize']",2,False,True,False
pthread_barrierattr_destroy,['pthread.h'],int,['pthread_barrierattr_t *attr'],1,False,True,False
pthread_barrierattr_init,['pthread.h'],int,['pthread_barrierattr_t *attr'],1,False,True,False
pthread_barrierattr_getpshared,['pthread.h'],int,"['const pthread_barrierattr_t *restrict attr', 'int *restrict pshared']",2,False,True,False
pthread_barrierattr_setpshared,['pthread.h'],int,"['pthread_barrierattr_t *attr', 'int pshared']",2,False,True,False
pthread_barrier_destroy,['pthread.h'],int,['pthread_barrier_t *barrier'],1,False,True,False
pthread_barrier_init,['pthread.h'],int,"['pthread_barrier_t *restrict barrier', 'const pthread_barrierattr_t *restrict attr', 'unsigned count']",3,False,True,False
pthread_barrier_wait,['pthread.h'],int,['pthread_barrier_t *barrier'],1,False,True,False
pthread_cancel,['pthread.h'],int,['pthread_t thread'],1,False,False,False
 ,['pthread.h'],int,['pthread_t thread'],1,False,True,False
pthread_cleanup_push,['pthread.h'],void,"['void (*routine)(void *)', 'void *arg']",2,False,False,False
 ,['pthread.h'],void,"['void (*routine)(void*)', 'void *arg']",2,False,True,False
pthread_cleanup_pop,['pthread.h'],void,['int execute'],1,False,False,False
 ,['pthread.h'],void,['int execute'],1,False,True,False
pthread_cleanup_push_defer_np,['pthread.h'],void,"['void (*routine)(void *)', 'void *arg']",2,False,False,False
pthread_cleanup_pop_restore_np,['pthread.h'],void,['int execute'],1,False,False,False
pthread_condattr_getclock,['pthread.h'],int,"['const pthread_condattr_t *restrict attr', 'clockid_t *restrict clock_id']",2,False,True,False
pthread_condattr_setclock,['pthread.h'],int,"['pthread_condattr_t *attr', 'clockid_t clock_id']",2,False,True,False
pthread_condattr_getpshared,['pthread.h'],int,"['const pthread_condattr_t *restrict attr', 'int *restrict pshared']",2,False,True,False
pthread_condattr_setpshared,['pthread.h'],int,"['pthread_condattr_t *attr', 'int pshared']",2,False,True,False
pthread_cond_broadcast,['pthread.h'],int,['pthread_cond_t *cond'],1,False,True,False
pthread_cond_signal,['pthread.h'],int,['pthread_cond_t *cond'],1,False,True,False
pthread_cond_destroy,['pthread.h'],int,['pthread_cond_t *cond'],1,False,True,False
pthread_cond_init,['pthread.h'],int,"['pthread_cond_t *restrict cond', 'const pthread_condattr_t *restrict attr']",2,False,True,False
pthread_cond_timedwait,['pthread.h'],int,"['pthread_cond_t *restrict cond', 'pthread_mutex_t *restrict mutex', 'const struct timespec *restrict abstime']",3,False,True,False
pthread_cond_wait,['pthread.h'],int,"['pthread_cond_t *restrict cond', 'pthread_mutex_t *restrict mutex']",2,False,True,False
pthread_create,['pthread.h'],int,"['pthread_t *restrict thread', 'const pthread_attr_t *restrict attr', 'void *(*start_routine)(void *)', 'void *restrict arg']",4,False,False,False
 ,['pthread.h'],int,"['pthread_t *restrict thread', 'const pthread_attr_t *restrict attr', 'void *(*start_routine)(void*)', 'void *restrict arg']",4,False,True,False
pthread_detach,['pthread.h'],int,['pthread_t thread'],1,False,False,False
 ,['pthread.h'],int,['pthread_t thread'],1,False,True,False
pthread_equal,['pthread.h'],int,"['pthread_t t1', 'pthread_t t2']",2,False,False,False
 ,['pthread.h'],int,"['pthread_t t1', 'pthread_t t2']",2,False,True,False
pthread_exit,['pthread.h'],noreturn void,['void *retval'],1,False,False,False
 ,['pthread.h'],void,['void *value_ptr'],1,False,True,False
pthread_setaffinity_np,['pthread.h'],int,"['pthread_t thread', 'size_t cpusetsize', 'const cpu_set_t *cpuset']",3,False,False,True
pthread_getaffinity_np,['pthread.h'],int,"['pthread_t thread', 'size_t cpusetsize', 'cpu_set_t *cpuset']",3,False,False,True
pthread_getattr_default_np,['pthread.h'],int,['pthread_attr_t *attr'],1,False,False,True
pthread_setattr_default_np,['pthread.h'],int,['const pthread_attr_t *attr'],1,False,False,True
pthread_getattr_np,['pthread.h'],int,"['pthread_t thread', 'pthread_attr_t *attr']",2,False,False,True
pthread_setconcurrency,['pthread.h'],int,['int new_level'],1,False,False,False
 ,['pthread.h'],int,['int new_level'],1,False,True,False
pthread_getconcurrency,['pthread.h'],int,['void'],0,False,False,False
 ,['pthread.h'],int,['void'],0,False,True,False
pthread_getcpuclockid,"['pthread.h', 'time.h']",int,"['pthread_t thread', 'clockid_t *clockid']",2,False,False,False
 ,"['pthread.h', 'time.h']",int,"['pthread_t thread_id', 'clockid_t *clock_id']",2,False,True,False
pthread_setname_np,['pthread.h'],int,"['pthread_t thread', 'const char *name']",2,False,False,True
pthread_getname_np,['pthread.h'],int,"['pthread_t thread', 'char *name', 'size_t len']",3,False,False,True
pthread_setschedparam,['pthread.h'],int,"['pthread_t thread', 'int policy', 'const struct sched_param *param']",3,False,False,False
 ,['pthread.h'],int,"['pthread_t thread', 'int policy', 'const struct sched_param *param']",3,False,True,False
pthread_getschedparam,['pthread.h'],int,"['pthread_t thread', 'int *restrict policy', 'struct sched_param *restrict param']",3,False,False,False
 ,['pthread.h'],int,"['pthread_t thread', 'int *restrict policy', 'struct sched_param *restrict param']",3,False,True,False
pthread_getspecific,['pthread.h'],void *,['pthread_key_t key'],1,False,True,False
pthread_setspecific,['pthread.h'],int,"['pthread_key_t key', 'const void *value']",2,False,True,False
pthread_join,['pthread.h'],int,"['pthread_t thread', 'void **retval']",2,False,False,False
 ,['pthread.h'],int,"['pthread_t thread', 'void **value_ptr']",2,False,True,False
pthread_key_create,['pthread.h'],int,"['pthread_key_t *key', 'void (*destructor)(void*)']",2,False,True,False
pthread_key_delete,['pthread.h'],int,['pthread_key_t key'],1,False,True,False
pthread_kill,['signal.h'],int,"['pthread_t thread', 'int sig']",2,False,False,False
 ,['signal.h'],int,"['pthread_t thread', 'int sig']",2,False,True,False
pthread_kill_other_threads_np,['pthread.h'],void,['void'],0,False,False,False
pthread_mutexattr_init,['pthread.h'],int,['pthread_mutexattr_t *attr'],1,False,False,False
 ,['pthread.h'],int,['pthread_mutexattr_t *attr'],1,False,True,False
pthread_mutexattr_destroy,['pthread.h'],int,['pthread_mutexattr_t *attr'],1,False,False,False
 ,['pthread.h'],int,['pthread_mutexattr_t *attr'],1,False,True,False
pthread_mutexattr_getprioceiling,['pthread.h'],int,"['const pthread_mutexattr_t *restrict attr', 'int *restrict prioceiling']",2,False,True,False
pthread_mutexattr_setprioceiling,['pthread.h'],int,"['pthread_mutexattr_t *attr', 'int prioceiling']",2,False,True,False
pthread_mutexattr_getprotocol,['pthread.h'],int,"['const pthread_mutexattr_t *restrict attr', 'int *restrict protocol']",2,False,True,False
pthread_mutexattr_setprotocol,['pthread.h'],int,"['pthread_mutexattr_t *attr', 'int protocol']",2,False,True,False
pthread_mutexattr_getpshared,['pthread.h'],int,"['const pthread_mutexattr_t *restrict attr', 'int *restrict pshared']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_mutexattr_t *restrict attr', 'int *restrict pshared']",2,False,True,False
