function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
seteuid,['unistd.h'],int,['uid_t uid'],1,False,True,False
setfsent,['fstab.h'],int,['void'],0,False,False,False
setgid,['unistd.h'],int,['gid_t gid'],1,False,True,False
setgrent,['grp.h'],void,['void'],0,False,True,False
sethostent,['netdb.h'],void,['int stayopen'],1,False,True,False
sethostid,['unistd.h'],int,['long hostid'],1,False,False,False
setitimer,['sys/time.h'],int,"['int which', 'const struct itimerval *restrict value', 'struct itimerval *restrict ovalue']",3,False,True,False
setjmp,['setjmp.h'],int,['jmp_buf env'],1,False,True,False
setkey,['stdlib.h'],void,['const char *key'],1,False,True,False
setkey_r,['crypt.h'],void,"['const char *key', 'struct crypt_data *data']",2,False,False,True
setlinebuf,['stdio.h'],void,['FILE *stream'],1,False,False,False
setlocale,['locale.h'],char *,"['int category', 'const char *locale']",2,False,False,False
 ,['locale.h'],char *,"['int category', 'const char *locale']",2,False,True,False
setlogmask,['syslog.h'],int,['int mask'],1,False,False,False
 ,['syslog.h'],int,['int maskpri'],1,False,True,False
setmntent,"['stdio.h', 'mntent.h']",FILE *,"['const char *filename', 'const char *type']",2,False,False,False
setnetent,['netdb.h'],void,['int stayopen'],1,False,True,False
setnetgrent,['netdb.h'],int,['const char *netgroup'],1,False,False,False
setpgid,['unistd.h'],int,"['pid_t pid', 'pid_t pgid']",2,False,True,False
setpgrp,['unistd.h'],pid_t,['void'],0,False,True,False
setpriority,['sys/resource.h'],int,"['int which', 'id_t who', 'int nice']",3,False,True,False
setprotoent,['netdb.h'],void,['int stayopen'],1,False,True,False
setpwent,['pwd.h'],void,['void'],0,False,True,False
setregid,['unistd.h'],int,"['gid_t rgid', 'gid_t egid']",2,False,True,False
setreuid,['unistd.h'],int,"['uid_t ruid', 'uid_t euid']",2,False,True,False
setrlimit,['sys/resource.h'],int,"['int resource', 'const struct rlimit *rlim']",2,False,False,False
setrpcent,['netdb.h'],void,['int stayopen'],1,False,False,False
setservent,['netdb.h'],void,['int stayopen'],1,False,True,False
setsid,['unistd.h'],pid_t,['void'],0,False,True,False
setsockopt,['sys/socket.h'],int,"['int socket', 'int level', 'int option_name', 'const void *option_value', 'socklen_t option_len']",5,False,True,False
setspent,['shadow.h'],void,['void'],0,False,False,False
setstate,['stdlib.h'],char *,['char *state'],1,False,True,False
setstate_r,['stdlib.h'],int,"['char *restrict statebuf', 'struct random_data *restrict buf']",2,False,False,False
setttyent,['ttyent.h'],int,['void'],0,False,False,False
setuid,['unistd.h'],int,['uid_t uid'],1,False,True,False
setusershell,['unistd.h'],void,['void'],0,False,False,False
setutent,['utmp.h'],void,['void'],0,False,False,False
setutxent,['utmpx.h'],void,['void'],0,False,True,False
setvbuf,['stdio.h'],int,"['FILE *restrict stream', 'char *restrict buf', 'int mode', 'size_t size']",4,False,False,False
 ,['stdio.h'],int,"['FILE *restrict stream', 'char *restrict buf', 'int type', 'size_t size']",4,False,True,False
sgetspent,['shadow.h'],struct spwd *,['const char *s'],1,False,False,False
sgetspent_r,['shadow.h'],int,"['const char *s', 'struct spwd *spbuf', 'char *buf', 'size_t buflen', 'struct spwd **spbufp']",5,False,False,False
shmat,['sys/shm.h'],void *,"['int shmid', 'const void *shmaddr', 'int shmflg']",3,False,True,False
shmctl,['sys/shm.h'],int,"['int shmid', 'int cmd', 'struct shmid_ds *buf']",3,False,True,False
shmdt,['sys/shm.h'],int,['const void *shmaddr'],1,False,True,False
shmget,['sys/shm.h'],int,"['key_t key', 'size_t size', 'int shmflg']",3,False,True,False
shm_open,"['sys/mman.h', 'sys/stat.h', 'fcntl.h']",int,"['const char *name', 'int oflag', 'mode_t mode']",3,False,False,False
 ,['sys/mman.h'],int,"['const char *name', 'int oflag', 'mode_t mode']",3,False,True,False
shm_unlink,"['sys/mman.h', 'sys/stat.h', 'fcntl.h']",int,['const char *name'],1,False,False,False
 ,['sys/mman.h'],int,['const char *name'],1,False,True,False
shutdown,['sys/socket.h'],int,"['int socket', 'int how']",2,False,True,False
sigabbrev_np,['string.h'],const char *,['int sig'],1,False,False,False
sigaction,['signal.h'],int,"['int sig', 'const struct sigaction *restrict act', 'struct sigaction *restrict oact']",3,False,True,False
sigaddset,['signal.h'],int,"['sigset_t *set', 'int signum']",2,False,False,False
sigaltstack,['signal.h'],int,"['const stack_t *restrict ss', 'stack_t *restrict old_ss']",2,False,False,False
sigblock,['signal.h'],int,['int mask'],1,False,False,False
sigdelset,['signal.h'],int,"['sigset_t *set', 'int signum']",2,False,False,False
sigdescr_np,['string.h'],const char *,['int sig'],1,False,False,False
sigemptyset,['signal.h'],int,['sigset_t *set'],1,False,False,False
sigfillset,['signal.h'],int,['sigset_t *set'],1,False,False,False
siggetmask,['signal.h'],int,['void'],0,False,False,False
sighold,['signal.h'],int,['int sig'],1,False,False,False
 ,['signal.h'],int,['int sig'],1,False,True,False
sigignore,['signal.h'],int,['int sig'],1,False,False,False
 ,['signal.h'],int,['int sig'],1,False,True,False
siginterrupt,['signal.h'],int,"['int sig', 'int flag']",2,False,False,False
 ,['signal.h'],int,"['int sig', 'int flag']",2,False,True,False
sigismember,['signal.h'],int,"['const sigset_t *set', 'int signum']",2,False,False,False
siglongjmp,['setjmp.h'],void,"['sigjmp_buf env', 'int val']",2,False,True,False
significand,['math.h'],double,['double x'],1,False,False,False
significandf,['math.h'],float,['float x'],1,False,False,False
significandl,['math.h'],long double,['long double x'],1,False,False,False
sigpause,['signal.h'],int,['int sig'],1,False,True,False
 ,['signal.h'],int,['int sigmask'],1,False,False,False
sigpending,['signal.h'],int,['sigset_t *set'],1,False,True,False
sigprocmask,['signal.h'],int,"['int how', 'const sigset_t *restrict set', 'sigset_t *restrict oset']",3,False,True,False
sigqueue,['signal.h'],int,"['pid_t pid', 'int sig', 'const union sigval value']",3,False,False,False
 ,['signal.h'],int,"['pid_t pid', 'int signo', 'union sigval value']",3,False,True,False
sigrelse,['signal.h'],int,['int sig'],1,False,False,False
 ,['signal.h'],int,['int sig'],1,False,True,False
sigset,['signal.h'],sighandler_t,"['int sig', 'sighandler_t disp']",2,False,False,False
sigsetmask,['signal.h'],int,['int mask'],1,False,False,False
sigsuspend,['signal.h'],int,['const sigset_t *sigmask'],1,False,True,False
sigtimedwait,['signal.h'],int,"['const sigset_t *restrict set', 'siginfo_t *restrict info', 'const struct timespec *restrict timeout']",3,False,True,False
sigvec,['signal.h'],int,"['int sig', 'const struct sigvec *vec', 'struct sigvec *ovec']",3,False,False,False
sigwait,['signal.h'],int,"['const sigset_t *restrict set', 'int *restrict sig']",2,False,False,False
 ,['signal.h'],int,"['const sigset_t *restrict set', 'int *restrict sig']",2,False,True,False
sigwaitinfo,['signal.h'],int,"['const sigset_t *restrict set', 'siginfo_t *restrict info']",2,False,True,False
sin,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
sincos,['math.h'],void,"['double x', 'double *sin', 'double *cos']",3,False,False,True
sincosf,['math.h'],void,"['float x', 'float *sin', 'float *cos']",3,False,False,True
sincosl,['math.h'],void,"['long double x', 'long double *sin', 'long double *cos']",3,False,False,True
sinf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
sinh,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
sinhf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
sinhl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
sinl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
sleep,['unistd.h'],unsigned int,['unsigned int seconds'],1,False,False,False
 ,['unistd.h'],unsigned,['unsigned seconds'],1,False,True,False
snprintf,['stdio.h'],int,"['char *restrict s', 'size_t n', 'const char *restrict format', '...']",4 or more,False,True,False
sockatmark,['sys/socket.h'],int,['int sockfd'],1,False,False,False
 ,['sys/socket.h'],int,['int s'],1,False,True,False
socket,['sys/socket.h'],int,"['int domain', 'int type', 'int protocol']",3,False,True,False
socketpair,['sys/socket.h'],int,"['int domain', 'int type', 'int protocol', 'int socket_vector[2]']",4,False,True,False
sprintf,['stdio.h'],int,"['char *restrict s', 'const char *restrict format', '...']",3 or more,False,True,False
sqrt,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
sqrtf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
sqrtl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
srand,['stdlib.h'],void,['unsigned seed'],1,False,True,False
srand48,['stdlib.h'],void,['long seedval'],1,False,True,False
srand48_r,['stdlib.h'],int,"['long int seedval', 'struct drand48_data *buffer']",2,False,False,False
srandom,['stdlib.h'],void,['unsigned seed'],1,False,True,False
srandom_r,['stdlib.h'],int,"['unsigned int seed', 'struct random_data *buf']",2,False,False,False
sscanf,['stdio.h'],int,"['const char *restrict s', 'const char *restrict format', '...']",3 or more,False,True,False
ssignal,['signal.h'],sighandler_t,"['int signum', 'sighandler_t action']",2,False,False,False
stat,['sys/stat.h'],int,"['const char *restrict path', 'struct stat *restrict buf']",2,False,True,False
statvfs,['sys/statvfs.h'],int,"['const char *restrict path', 'struct statvfs *restrict buf']",2,False,True,False
stpcpy,['string.h'],char *,"['char *restrict dest', 'const char *restrict src']",2,False,False,False
 ,['string.h'],char *,"['char *restrict s1', 'const char *restrict s2']",2,False,True,False
stpncpy,['string.h'],char *,"['char *restrict dest', 'const char *restrict src', 'size_t n']",3,False,False,False
 ,['string.h'],char *,"['char *restrict s1', 'const char *restrict s2', 'size_t size']",3,False,True,False
strcasecmp,['strings.h'],int,"['const char *s1', 'const char *s2']",2,False,False,False
 ,['strings.h'],int,"['const char *s1', 'const char *s2']",2,False,True,False
strcasecmp_l,['strings.h'],int,"['const char *s1', 'const char *s2', 'locale_t locale']",3,False,True,False
strcasestr,['string.h'],char *,"['const char *haystack', 'const char *needle']",2,False,False,True
strcat,['string.h'],char *,"['char *restrict dest', 'const char *restrict src']",2,False,False,False
 ,['string.h'],char *,"['char *restrict s1', 'const char *restrict s2']",2,False,True,False
strchr,['string.h'],char *,"['const char *s', 'int c']",2,False,False,False
 ,['string.h'],char *,"['const char *s', 'int c']",2,False,True,False
strchrnul,['string.h'],char *,"['const char *s', 'int c']",2,False,False,True
strcmp,['string.h'],int,"['const char *s1', 'const char *s2']",2,False,False,False
 ,['string.h'],int,"['const char *s1', 'const char *s2']",2,False,True,False
strcoll,['string.h'],int,"['const char *s1', 'const char *s2']",2,False,False,False
 ,['string.h'],int,"['const char *s1', 'const char *s2']",2,False,True,False
strcoll_l,['string.h'],int,"['const char *s1', 'const char *s2', 'locale_t locale']",3,False,True,False
strcpy,['string.h'],char *,"['char *restrict dest', 'const char *src']",2,False,False,False
 ,['string.h'],char *,"['char *restrict s1', 'const char *restrict s2']",2,False,True,False
strcspn,['string.h'],size_t,"['const char *s', 'const char *reject']",2,False,False,False
 ,['string.h'],size_t,"['const char *s1', 'const char *s2']",2,False,True,False
strdup,['string.h'],char *,['const char *s'],1,False,False,False
 ,['string.h'],char *,['const char *s'],1,False,True,False
strerror,['string.h'],char *,['int errnum'],1,False,False,False
 ,['string.h'],char *,['int errnum'],1,False,True,False
strerrordesc_np,['string.h'],const char *,['int errnum'],1,False,False,False
strerror_l,['string.h'],char *,"['int errnum', 'locale_t locale']",2,False,False,False
 ,['string.h'],char *,"['int errnum', 'locale_t locale']",2,False,True,False
strerrorname_np,['string.h'],const char *,['int errnum'],1,False,False,False
strerror_r,['string.h'],int,"['int errnum', 'char *buf', 'size_t buflen']",3,False,False,False
 ,['string.h'],int,"['int errnum', 'char *strerrbuf', 'size_t buflen']",3,False,True,False
strfmon,['monetary.h'],ssize_t,"['char *restrict s', 'size_t max', 'const char *restrict format', '...']",4 or more,False,False,False
 ,['monetary.h'],ssize_t,"['char *restrict s', 'size_t maxsize', 'const char *restrict format', '...']",4 or more,False,True,False
strfmon_l,['monetary.h'],ssize_t,"['char *restrict s', 'size_t max', 'locale_t locale', 'const char *restrict format', '...']",5 or more,False,False,False
 ,['monetary.h'],ssize_t,"['char *restrict s', 'size_t maxsize', 'locale_t locale', 'const char *restrict format', '...']",5 or more,False,True,False
strfromd,['stdlib.h'],int,"['char *restrict str', 'size_t n', 'const char *restrict format', 'double fp']",4,True,False,False
strfromf,['stdlib.h'],int,"['char *restrict str', 'size_t n', 'const char *restrict format', 'float fp']",4,True,False,False
strfroml,['stdlib.h'],int,"['char *restrict str', 'size_t n', 'const char *restrict format', 'long double fp']",4,True,False,False
strfry,['string.h'],char *,['char *string'],1,False,False,True
strftime,['time.h'],size_t,"['char *restrict s', 'size_t max', 'const char *restrict format', 'const struct tm', 'const struct tm *restrict tm']",5,True,False,False
 ,['time.h'],size_t,"['char *restrict s', 'size_t maxsize', 'const char *restrict format', 'const struct tm *restrict timeptr']",4,True,True,False
strftime_l,['time.h'],size_t,"['char *restrict s', 'size_t maxsize', 'const char *restrict format', 'const struct tm *restrict timeptr', 'locale_t locale']",5,True,True,False
strlen,['string.h'],size_t ,['const char *s'],1,False,False,False
 ,['string.h'],size_t ,['const char *s'],1,False,True,False
strncasecmp,['strings.h'],int,"['const char *s1', 'const char *s2', 'size_t n']",3,False,False,False
 ,['strings.h'],int,"['const char *s1', 'const char *s2', 'size_t n']",3,False,True,False
strncasecmp_l,['strings.h'],int,"['const char *s1', 'const char *s2', 'size_t n', 'locale_t locale']",4,False,True,False
strncat,['string.h'],char *,"['char *restrict dest', 'const char *restrict src', 'size_t n']",3,False,False,False
 ,['string.h'],char *,"['char *restrict s1', 'const char *restrict s2', 'size_t n']",3,False,True,False
strncmp,['string.h'],int,"['const char *s1', 'const char *s2', 'size_t n']",3,False,False,False
 ,['string.h'],int,"['const char *s1', 'const char *s2', 'size_t n']",3,False,True,False
strncpy,['string.h'],char *,"['char *restrict dest', 'const char *restrict src', 'size_t n']",3,False,False,False
 ,['string.h'],char *,"['char *restrict s1', 'const char *restrict s2', 'size_t n']",3,False,True,False
strndup,['string.h'],char *,"['const char *s', 'size_t n']",2,False,False,False
 ,['string.h'],char *,"['const char *s', 'size_t size']",2,False,True,False
strnlen,['string.h'],size_t ,"['const char *s', 'size_t maxlen']",2,False,True,False
strpbrk,['string.h'],char *,"['const char *s', 'const char *accept']",2,False,False,False
 ,['string.h'],char *,"['const char *s1', 'const char *s2']",2,False,True,False
strptime,['time.h'],char *,"['const char *restrict s', 'const char *restrict format', 'struct tm', 'struct tm *restrict tm']",4,False,False,False
 ,['time.h'],char *,"['const char *restrict buf', 'const char *restrict format', 'struct tm', 'struct tm *restrict tm']",4,False,True,False
strrchr,['string.h'],char *,"['const char *s', 'int c']",2,False,False,False
 ,['string.h'],char *,"['const char *s', 'int c']",2,False,True,False
strsep,['string.h'],char *,"['char **restrict stringp', 'const char *restrict delim']",2,False,False,False
strsignal,['string.h'],char *,['int sig'],1,False,False,False
 ,['string.h'],char *,['int signum'],1,False,True,False
strspn,['string.h'],size_t,"['const char *s', 'const char *accept']",2,False,False,False
 ,['string.h'],size_t,"['const char *s1', 'const char *s2']",2,False,True,False
strstr,['string.h'],char *,"['const char *haystack', 'const char *needle']",2,False,False,False
 ,['string.h'],char *,"['const char *s1', 'const char *s2']",2,False,True,False
strtod,['stdlib.h'],double,"['const char *restrict nptr', 'char **restrict endptr']",2,False,False,False
 ,['stdlib.h'],double,"['const char *restrict nptr', 'char **restrict endptr']",2,False,True,False
strtof,['stdlib.h'],float,"['const char *restrict nptr', 'char **restrict endptr']",2,False,False,False
 ,['stdlib.h'],float,"['const char *restrict nptr', 'char **restrict endptr']",2,False,True,False
strtoimax,['inttypes.h'],intmax_t,"['const char *restrict nptr', 'char **restrict endptr', 'int base']",3,False,False,False
 ,['inttypes.h'],intmax_t,"['const char *restrict nptr', 'char **restrict endptr', 'int base']",3,False,True,False
strtok,['string.h'],char *,"['char *restrict str', 'const char *restrict delim']",2,False,False,False
 ,['string.h'],char *,"['char *restrict s', 'const char *restrict sep']",2,False,True,False
strtok_r,['string.h'],char *,"['char *restrict str', 'const char *restrict delim', 'char **restrict saveptr']",3,False,False,False
 ,['string.h'],char *,"['char *restrict s', 'const char *restrict sep', 'char **restrict state']",3,False,True,False
strtol,['stdlib.h'],long,"['const char *restrict nptr', 'char **restrict endptr', 'int base']",3,False,False,False
strtold,['stdlib.h'],long double,"['const char *restrict nptr', 'char **restrict endptr']",2,False,False,False
 ,['stdlib.h'],long double,"['const char *restrict nptr', 'char **restrict endptr']",2,False,True,False
strtoll,['stdlib.h'],long long,"['const char *restrict nptr', 'char **restrict endptr', 'int base']",3,False,False,False
strtoul,['stdlib.h'],unsigned long,"['const char *restrict nptr', 'char **restrict endptr', 'int base']",3,False,False,False
strtoull,['stdlib.h'],unsigned long long,"['const char *restrict nptr', 'char **restrict endptr', 'int base']",3,False,False,False
strtoumax,['inttypes.h'],uintmax_t,"['const char *restrict nptr', 'char **restrict endptr', 'int base']",3,False,False,False
 ,['inttypes.h'],uintmax_t,"['const char *restrict nptr', 'char **restrict endptr', 'int base']",3,False,True,False
strverscmp,['string.h'],int,"['const char *s1', 'const char *s2']",2,False,False,True
strxfrm,['string.h'],size_t ,"['char *restrict dest', 'const char *restrict src', 'size_t n']",3,False,False,False
 ,['string.h'],size_t ,"['char *restrict s1', 'const char *restrict s2', 'size_t n']",3,False,True,False
strxfrm_l,['string.h'],size_t ,"['char *restrict s1', 'const char *restrict s2', 'size_t n', 'locale_t locale']",4,False,True,False
svcerr_auth,['rpc/rpc.h'],void,"['SVCXPRT *xprt', 'enum auth_stat why']",2,False,False,False
svcerr_decode,['rpc/rpc.h'],void,['SVCXPRT *xprt'],1,False,False,False
svcerr_noproc,['rpc/rpc.h'],void,['SVCXPRT *xprt'],1,False,False,False
svcerr_noprog,['rpc/rpc.h'],void,['SVCXPRT *xprt'],1,False,False,False
svcerr_progvers,['rpc/rpc.h'],void,"['SVCXPRT *xprt', 'unsigned long low_vers', 'unsigned long high_vers']",3,False,False,False
svcerr_systemerr,['rpc/rpc.h'],void,['SVCXPRT *xprt'],1,False,False,False
svcerr_weakauth,['rpc/rpc.h'],void,['SVCXPRT *xprt'],1,False,False,False
svcfd_create,['rpc/rpc.h'],SVCXPRT *,"['int fd', 'unsigned int sendsize', 'unsigned int recvsize']",3,False,False,False
svc_getreq,['rpc/rpc.h'],void,['int rdfds'],1,False,False,False
svc_getreqset,['rpc/rpc.h'],void,['fd_set *rdfds'],1,False,False,False
svcraw_create,['rpc/rpc.h'],SVCXPRT *,['void'],0,False,False,False
svc_register,['rpc/rpc.h'],bool_t ,"['SVCXPRT *xprt', 'unsigned long prognum', 'unsigned long versnum', 'void (*dispatch)(struct svc_req *', 'unsigned long protocol']",5,False,False,False
svc_run,['rpc/rpc.h'],void,['void'],0,False,False,False
svc_sendreply,['rpc/rpc.h'],bool_t,"['SVCXPRT *xprt', 'xdrproc_t outproc', 'char *out']",3,False,False,False
svctcp_create,['rpc/rpc.h'],SVCXPRT *,"['int sock', 'unsigned int send_buf_size', 'unsigned int recv_buf_size']",3,False,False,False
svcudp_bufcreate,['rpc/rpc.h'],SVCXPRT *,"['int sock', 'unsigned int sendsize', 'unsigned int recosize']",3,False,False,False
svcudp_create,['rpc/rpc.h'],SVCXPRT *,['int sock'],1,False,False,False
svc_unregister,['rpc/rpc.h'],void,"['unsigned long prognum', 'unsigned long versnum']",2,False,False,False
swab,['unistd.h'],void,"['const void *restrict from', 'void *restrict to', 'ssize_t n']",3,False,False,False
 ,['unistd.h'],void,"['const void *restrict src', 'void *restrict dest', 'ssize_t nbytes']",3,False,True,False
swapcontext,['ucontext.h'],int,"['ucontext_t *restrict oucp', 'const ucontext_t *restrict ucp']",2,False,False,False
swprintf,"['stdio.h', 'wchar.h']",int,"['wchar_t *restrict ws', 'size_t n', 'const wchar_t *restrict format', '...']",4 or more,False,True,False
swscanf,"['stdio.h', 'wchar.h']",int,"['const wchar_t *restrict ws', 'const wchar_t *restrict format', '...']",3 or more,False,True,False
symlink,['unistd.h'],int,"['const char *path1', 'const char *path2']",2,False,True,False
symlinkat,['fcntl.h'],int,"['const char *path1', 'int fd', 'const char *path2']",3,False,True,False
sync,['unistd.h'],void,['void'],0,False,True,False
syscall,"['sys/klog.h', 'sys/syscall.h', 'unistd.h']",int,"['SYS_syslog', 'int type', 'char *bufp', 'int len']",4,False,False,False
sysconf,['unistd.h'],long,['int name'],1,False,False,False
 ,['unistd.h'],long,['int name'],1,False,True,False
syslog,['syslog.h'],void,"['int priority', 'const char *message', '...']",3 or more,False,True,False
system,['stdlib.h'],int,['const char *command'],1,False,False,False
 ,['stdlib.h'],int,['const char *command'],1,False,True,False
sysv_signal,['signal.h'],sighandler_t,"['int signum', 'sighandler_t handler']",2,False,False,True
tan,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
tanf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
tanh,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
tanhf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
tanhl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
tanl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
tcdrain,['termios.h'],int,['int fildes'],1,False,True,False
tcflow,['termios.h'],int,"['int fildes', 'int action']",2,False,True,False
tcflush,['termios.h'],int,"['int fildes', 'int queue_selector']",2,False,True,False
tcgetattr,['termios.h'],int,"['int fildes', 'struct termios *termios_p']",2,False,True,False
tcgetpgrp,['unistd.h'],pid_t,['int fd'],1,False,False,False
 ,['unistd.h'],pid_t,['int fildes'],1,False,True,False
tcgetsid,['termios.h'],pid_t,['int fd'],1,False,False,False
 ,['termios.h'],pid_t,['int fildes'],1,False,True,False
tcsendbreak,['termios.h'],int,"['int fildes', 'int duration']",2,False,True,False
tcsetattr,['termios.h'],int,"['int fildes', 'int optional_actions', 'const struct termios *termios_p']",3,False,True,False
tcsetpgrp,['unistd.h'],int,"['int fd', 'pid_t pgrp']",2,False,False,False
 ,['unistd.h'],int,"['int fildes', 'pid_t pgid_id']",2,False,True,False
tdelete,['search.h'],void *,"['const void *restrict key', 'void **restrict rootp', 'int (*compar)(const void *, const void *)']",3,False,False,False
 ,['search.h'],void *,"['const void *restrict key', 'void **restrict rootp', 'int(*compar)(const void *, const void *)']",3,False,True,False
tdestroy,['search.h'],void,"['void *root', 'void (*free_node)(void *nodep)']",2,False,False,True
telldir,['dirent.h'],long,['DIR *dirp'],1,False,False,False
 ,['dirent.h'],long,['DIR *dirp'],1,False,True,False
tempnam,['stdio.h'],char *,"['const char *dir', 'const char *pfx']",2,False,False,False
 ,['stdio.h'],char *,"['const char *dir', 'const char *pfx']",2,False,True,False
textdomain,['libintl.h'],char *,['const char * domainname'],1,False,False,False
tfind,['search.h'],void *,"['const void *key', 'void *const *rootp', 'int (*compar)(const void *, const void *)']",3,False,False,False
 ,['search.h'],void *,"['const void *key', 'void *const *rootp', 'int(*compar)(const void *, const void *)']",3,False,True,False
tgamma,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
tgammaf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
tgammal,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
time,['time.h'],time_t,['time_t *tloc'],1,False,True,False
timegm,['time.h'],time_t,['struct tm *tm'],1,False,False,False
timelocal,['time.h'],time_t,['struct tm *tm'],1,False,False,False
timer_create,"['signal.h', 'time.h']",int,"['clockid_t clockid', 'struct sigevent *restrict evp', 'timer_t *restrict timerid']",3,False,True,False
timer_delete,['time.h'],int,['timer_t timerid'],1,False,True,False
timer_getoverrun,['time.h'],int,['timer_t timerid'],1,False,True,False
timer_gettime,['time.h'],int,"['timer_t timerid', 'struct itimerspec *value']",2,False,True,False
timer_settime,['time.h'],int,"['timer_t timerid', 'int flags', 'const struct itimerspec *restrict value', 'struct itimerspec *restrict ovalue']",4,False,True,False
times,['sys/times.h'],clock_t,['struct tms *buffer'],1,False,True,False
tmpfile,['stdio.h'],FILE *,['void'],0,False,False,False
 ,['stdio.h'],FILE *,['void'],0,False,True,False
tmpnam,['stdio.h'],char *,['char *s'],1,False,False,False
 ,['stdio.h'],char *,['char *s'],1,False,True,False
tmpnam_r,['stdio.h'],char *,['char *s'],1,False,False,False
toascii,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
tolower,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
tolower_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
toupper,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
toupper_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
towctrans,['wctype.h'],wint_t,"['wint_t wc', 'wctrans_t desc']",2,False,False,False
 ,['wctype.h'],wint_t,"['wint_t wc', 'wctrans_t desc']",2,False,True,False
towctrans_l,['wctype.h'],wint_t,"['wint_t wc', 'wctrans_t desc', 'locale_t locale']",3,False,True,False
towlower,['wctype.h'],wint_t,['wint_t wc'],1,False,False,False
 ,['wctype.h'],wint_t,['wint_t wc'],1,False,True,False
towlower_l,['wctype.h'],wint_t,"['wint_t wc', 'locale_t locale']",2,False,False,False
 ,['wctype.h'],wint_t,"['wint_t wc', 'locale_t locale']",2,False,True,False
towupper,['wctype.h'],wint_t,['wint_t wc'],1,False,False,False
 ,['wctype.h'],wint_t,['wint_t wc'],1,False,True,False
towupper_l,['wctype.h'],wint_t,"['wint_t wc', 'locale_t locale']",2,False,False,False
 ,['wctype.h'],wint_t,"['wint_t wc', 'locale_t locale']",2,False,True,False
trunc,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
truncate,['unistd.h'],int,"['const char *path', 'off_t length']",2,False,True,False
truncf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
truncl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
tsearch,['search.h'],void *,"['const void *key', 'void **rootp', 'int (*compar)(const void *, const void *)']",3,False,True,False
ttyname,['unistd.h'],char *,['int fd'],1,False,False,False
 ,['unistd.h'],char *,['int fildes'],1,False,True,False
ttyname_r,['unistd.h'],int,"['int fd', 'char *buf', 'size_t buflen']",3,False,False,False
 ,['unistd.h'],int,"['int fildes', 'char *name', 'size_t namesize']",3,False,True,False
ttyslot,['unistd.h'],int,['void'],0,False,False,False
twalk,['search.h'],void,"['const void *root', 'void (*action)(const void *, VISIT, int )']",2,False,True,False
twalk_r,['search.h'],void,"['const void *root', 'void (*action)(const void *nodep', 'void *closure']",3,False,False,True
tzset,['time.h'],void,['void'],0,False,True,False
ualarm,['unistd.h'],useconds_t,"['useconds_t usecs', 'useconds_t interval']",2,False,False,False
ulckpwdf,['shadow.h'],int,['void'],0,False,False,False
ulimit,['ulimit.h'],long,"['int cmd', 'long newlimit']",2,False,False,False
 ,['ulimit.h'],long,"['int cmd', '...']",2 or more,False,True,False
umask,['sys/stat.h'],mode_t,['mode_t cmask'],1,False,True,False
